,Lineage,parent,MIN(collection_date),parent_date,gap,N,M,S,E
483,B.1.575,B.1,2020-10-23,2020-01-01,296,0.0004885187,0.0003503000,0.0004848565,0.0003516213
484,B.1.576,B.1,2020-03-25,2020-01-01,84,0.0013171050,0.0008172781,0.0013122216,0.0008369003
485,B.1.577,B.1,2020-03-20,2020-01-01,79,0.0013598751,0.0008278521,0.0013550019,0.0008478966
486,B.1.578,B.1,2020-03-17,2020-01-01,76,0.0014078869,0.0008546601,0.0014027931,0.0008754970
487,B.1.579,B.1,2020-04-05,2020-01-01,103,0.0010388292,0.0006306230,0.0010350706,0.0006459978
488,B.1.580,B.1,2020-07-20,2020-01-01,201,0.0005323353,0.0003231551,0.0005304093,0.0003310337
489,B.1.581,B.1,2020-03-22,2020-01-01,81,0.0015574622,0.0010423689,0.0015509235,0.0010618678
490,B.1.582,B.1,2020-05-27,2020-01-01,147,0.0007586350,0.0004732601,0.0007559376,0.0004840263
491,B.1.585,B.1,2020-10-13,2020-01-01,286,0.0003741238,0.0002271125,0.0003727702,0.0002326496
492,B.1.586,B.1,2020-03-12,2020-01-01,71,0.0017192325,0.0011305971,0.0017117806,0.0011528551
493,B.1.587,B.1,2020-04-23,2020-01-01,113,0.0009468974,0.0005748157,0.0009434715,0.0005888299
494,B.1.588,B.1,2020-08-05,2020-01-01,217,0.0005034288,0.0003116965,0.0005034025,0.0003189916
495,B.1.589,B.1,2020-03-15,2020-01-01,74,0.0014459379,0.0008777591,0.0014407064,0.0008991591
496,B.1.590,B.1,2020-03-15,2020-01-01,74,0.0014459379,0.0008777591,0.0014407064,0.0008991591
497,B.1.591,B.1,2020-08-17,2020-01-01,229,0.0004672463,0.0002836427,0.0004655558,0.0002905580
498,B.1.592,B.1,2020-03-30,2020-01-01,89,0.0012022405,0.0007298221,0.0011978907,0.0007476154
499,B.1.593,B.1,2020-07-17,2020-01-01,198,0.0005404010,0.0003280514,0.0005384458,0.0003360494
500,B.1.594,B.1,2020-03-27,2020-01-01,86,0.0012441791,0.0007552810,0.0012396776,0.0007736950
501,B.1.595,B.1,2020-03-09,2020-01-01,68,0.0015908711,0.0009736116,0.0015821013,0.0009925966
502,B.1.596,B.1,2020-04-11,2020-01-01,101,0.0010763696,0.0006615829,0.0010777392,0.0006761779
503,B.1.597,B.1,2020-03-24,2020-01-01,83,0.0034226341,0.0030782697,0.0032842417,0.0032068975
504,B.1.598,B.1,2020-03-30,2020-01-01,89,0.0012022405,0.0007298221,0.0011978907,0.0007476154
505,B.1.599,B.1,2020-05-20,2020-01-01,140,0.0007642815,0.0004639584,0.0007615163,0.0004752698
506,B.1.6,B.1,2020-03-05,2020-01-01,64,0.0044394914,0.0039150930,0.0042974610,0.0041315393
507,B.1.600,B.1,2020-04-07,2020-01-01,97,0.0034964189,0.0031488249,0.0033222452,0.0031641012
508,B.1.601,B.1,2020-10-19,2020-01-01,292,0.0003664363,0.0002224458,0.0003651105,0.0002278691
509,B.1.602,B.1,2020-07-07,2020-01-01,188,0.0005691458,0.0003455009,0.0005670866,0.0003539243
510,B.1.603,B.1,2020-11-10,2020-01-01,314,0.0003407624,0.0002068604,0.0003395295,0.0002119037
511,B.1.604,B.1,2020-07-28,2020-01-01,209,0.0012692816,0.0010854045,0.0012598289,0.0010927592
512,B.1.605,B.1,2020-05-12,2020-01-01,132,0.0008106016,0.0004920770,0.0008076688,0.0005040740
513,B.1.606,B.1,2020-05-21,2020-01-01,141,0.0007588610,0.0004606679,0.0007561154,0.0004718991
514,B.1.607,B.1,2020-03-29,2020-01-01,88,0.0025434592,0.0025450342,0.0024593571,0.0022651470
515,B.1.609,B.1,2020-03-10,2020-01-01,69,0.0016222701,0.0010525000,0.0016460198,0.0010688716
516,B.1.610,B.1,2020-06-11,2020-01-01,162,0.0008710280,0.0006372519,0.0009254553,0.0006879240
517,B.1.611,B.1,2020-06-09,2020-01-01,160,0.0006687463,0.0004059636,0.0006663267,0.0004158611
518,B.1.612,B.1,2020-03-11,2020-01-01,70,0.0015285629,0.0009279167,0.0015230325,0.0009505396
519,B.1.613,B.1,2020-04-06,2020-01-01,96,0.0016256396,0.0011361885,0.0017004802,0.0011608717
520,B.1.614,B.1,2020-06-15,2020-01-01,166,0.0009806929,0.0006570729,0.0009816119,0.0006713475
521,B.1.615,B.1,2020-07-26,2020-01-01,207,0.0005169053,0.0003137883,0.0005150351,0.0003214385
522,B.1.616,B.1,2021-01-29,2020-01-01,394,0.0004128985,0.0002769330,0.0003792288,0.0002862931
523,B.1.617,B.1,2021-02-25,2020-01-01,421,0.0002541554,0.0001542854,0.0002532358,0.0001580470
524,B.1.618,B.1,2020-10-25,2020-01-01,298,0.0003688983,0.0002278874,0.0003674012,0.0002331994
525,B.1.619,B.1,2020-03-10,2020-01-01,69,0.0045639624,0.0042341704,0.0044796471,0.0042401783
526,B.1.620,B.1,2020-04-05,2020-01-01,95,0.0033139000,0.0030030785,0.0032066055,0.0029625307
527,B.1.621,B.1,2020-09-19,2020-01-01,349,0.0004400929,0.0003209921,0.0004356462,0.0003271488
528,B.1.622,B.1,2021-01-19,2020-01-01,384,0.0002786443,0.0001691515,0.0002776361,0.0001732755
529,B.1.623,B.1,2020-07-08,2020-01-01,189,0.0005948458,0.0003721224,0.0005925692,0.0003806838
530,B.1.625,B.1,2020-06-03,2020-01-01,320,0.0004480498,0.0003147263,0.0004363755,0.0003238859
531,B.1.626,B.1,2021-04-15,2020-01-01,470,0.0005447735,0.0004434541,0.0005121138,0.0004672131
532,B.1.627,B.1,2021-01-09,2020-01-01,374,0.0002933974,0.0001810241,0.0002901120,0.0001852568
533,B.1.629,B.1,2021-02-23,2020-01-01,419,0.0008090042,0.0007438705,0.0007917768,0.0007541784
534,B.1.630,B.1,2021-03-17,2020-01-01,441,0.0005211594,0.0004413851,0.0005056004,0.0004448022
535,B.1.631,B.1,2020-12-16,2020-01-01,350,0.0003118242,0.0001919085,0.0003107948,0.0001964317
536,B.1.632,B.1,2021-04-19,2020-01-01,474,0.0003133699,0.0002158432,0.0003009665,0.0002291559
537,B.1.633,B.1,2021-03-17,2020-01-01,441,0.0003381366,0.0002438006,0.0003362276,0.0002474543
538,B.1.634,B.1,2021-03-02,2020-01-01,426,0.0002511723,0.0001524746,0.0002502636,0.0001561920
539,B.1.635,B.1,2021-01-16,2020-01-01,381,0.0002808383,0.0001704834,0.0002798222,0.0001746398
540,B.1.636,B.1,2020-03-23,2020-01-01,371,0.0003349410,0.0002215862,0.0002824038,0.0002251426
541,B.1.637,B.1,2020-05-29,2020-01-01,149,0.0007384267,0.0004570323,0.0007345459,0.0004676755
542,B.1.638,B.1,2021-05-24,2020-01-01,509,0.0002102149,0.0001276113,0.0002094544,0.0001307225
543,B.1.639,B.1,2021-01-19,2020-01-01,384,0.0003449824,0.0002358287,0.0003392189,0.0002399382
544,B.1.641,B.1,2021-11-03,2020-01-01,700,0.0001528563,0.0000927917,0.0001523033,0.0000950540
545,B.1.67,B.1,2020-03-23,2020-01-01,82,0.0038720241,0.0035627927,0.0037399351,0.0035798391
546,B.1.69,B.1,2020-03-06,2020-01-01,65,0.0021597940,0.0013817173,0.0020857278,0.0014959063
547,B.1.70,B.1,2020-03-13,2020-01-01,72,0.0020436528,0.0015149181,0.0021903613,0.0013193047
548,B.1.76,B.1,2020-02-24,2020-01-01,54,0.0031810594,0.0030236717,0.0031716191,0.0030923881
549,B.1.77,B.1,2020-05-18,2020-01-01,138,0.0010591311,0.0007502294,0.0011319072,0.0007606862
550,B.1.78,B.1,2020-03-12,2020-01-01,71,0.0043950174,0.0039829020,0.0042858037,0.0040119621
551,B.1.8,B.1,2020-03-04,2020-01-01,63,0.0041456946,0.0038460529,0.0039874469,0.0037815010
552,B.1.81,B.1,2020-03-18,2020-01-01,77,0.0043008481,0.0039456373,0.0041466336,0.0039660721
553,B.1.83,B.1,2020-03-20,2020-01-01,79,0.0020259557,0.0017968707,0.0021235594,0.0018149320
554,B.1.84,B.1,2020-03-31,2020-01-01,90,0.0013476654,0.0008831500,0.0013420026,0.0009007110
555,B.1.9,B.1,2020-03-04,2020-01-01,63,0.0041501279,0.0039273275,0.0040209740,0.0039284374
556,B.1.91,B.1,2020-02-21,2020-01-01,51,0.0052156372,0.0051032958,0.0051768931,0.0050798201
557,B.1.93,B.1,2020-03-06,2020-01-01,65,0.0018771623,0.0010356829,0.0017266645,0.0008777685
558,B.1.94,B.1,2020-03-15,2020-01-01,74,0.0051447340,0.0041988704,0.0042828113,0.0041177436
559,B.1.96,B.1,2020-04-01,2020-01-01,91,0.0018003100,0.0011943063,0.0016740962,0.0006568093
560,B.1.97,B.1,2020-03-24,2020-01-01,83,0.0018089501,0.0013215828,0.0018023381,0.0013426950
561,XB,B.1,2020-07-08,2020-01-01,189,0.0006171467,0.0003959112,0.0006138535,0.0004042788
562,AH.1,B.1.1.241,2021-01-05,2020-04-29,251,0.0002156547,0.0001934747,0.0003799562,0.0000665517
563,AH.2,B.1.1.241,2020-08-18,2020-04-29,111,0.0002981416,0.0003785679,0.0006917180,0.0001592694
564,AH.3,B.1.1.241,2020-10-23,2020-04-29,177,0.0001758337,0.0002772304,0.0004265086,0.0000993972
565,BL.1,BA.2.75.1,2022-05-08,2022-01-01,127,0.0000000000,0.0000000000,0.0000000000,0.0000000000
566,AD.1,B.1.1.315,2020-11-02,2020-08-01,93,0.0001723061,0.0000218149,0.0008768496,0.0003126106
567,AD.2,B.1.1.315,2020-07-21,2020-08-01,-11,0.0036899105,0.0016568383,0.0046014563,0.0026901366
568,AM.1,B.1.1.216,2020-11-09,2020-05-06,187,0.0007228404,0.0010029055,0.0008898501,0.0005742340
569,AM.2,B.1.1.216,2020-11-10,2020-05-06,188,0.0003375467,0.0002030703,0.0003610115,0.0002160112
570,AM.3,B.1.1.216,2020-10-30,2020-05-06,177,0.0007584632,0.0005901606,0.0006914905,0.0006066766
571,AM.4,B.1.1.216,2020-11-05,2020-05-06,183,0.0003467693,0.0002086186,0.0003708752,0.0002219132
572,AY.112.1,AY.112,2021-08-08,2020-08-11,362,0.0000000000,0.0000000000,0.0000000000,0.0000000000
573,AY.112.2,AY.112,2021-01-10,2020-08-11,152,0.0000000000,0.0000000000,0.0000000000,0.0000000000
574,AY.112.3,AY.112,2021-08-02,2020-08-11,377,0.0000000000,0.0000000000,0.0000000000,0.0000000000
575,BF.1.1,BA.5.2.1.1,2022-04-28,2020-07-06,661,0.0000000000,0.0000000000,0.0000000000,0.0000000000
576,B.1.466.1,B.1.466,2020-05-26,2020-04-30,26,0.0065833460,0.0057143877,0.0066001708,0.0058520435
577,B.1.466.2,B.1.466,2020-08-06,2020-04-30,98,0.0003455718,0.0000968185,0.0003526483,0.0001277552
578,P.1.17.1,P.1.17,2021-04-02,2021-02-23,38,0.0000000000,0.0000000000,0.0000000000,0.0000000000
579,AV.1,B.1.1.482,2020-05-12,2020-03-02,71,0.0011089064,0.0015887375,0.0016677012,0.0011681565
580,P.1.7.1,P.1.7,2021-02-07,2021-03-15,-36,0.0000000000,0.0000000000,0.0000000000,0.0000000000
581,BA.2.56.1,BA.2.56,2022-03-27,2021-06-30,270,0.0000000000,0.0000000000,0.0000000000,0.0000000000
582,B.1.621.1,B.1.621,2021-04-09,2020-09-19,202,0.0008918789,0.0007918540,0.0010137666,0.0008233957
583,B.1.621.2,B.1.621,2021-04-11,2020-09-19,204,0.0003772039,0.0002635172,0.0005219474,0.0003060866
584,M.1,B.1.1.294,2020-12-07,2020-03-31,251,0.0001611424,0.0000423923,0.0001818809,0.0001170708
585,M.2,B.1.1.294,2020-10-26,2020-03-31,209,0.0004881583,0.0001066559,0.0004282473,0.0002412207
586,M.3,B.1.1.294,2020-09-01,2020-03-31,154,0.0005426644,0.0001361363,0.0005286497,0.0003273709
587,B.1.221.1,B.1.221,2020-08-18,2020-02-02,198,0.0002298681,0.0001254383,0.0001678208,0.0002114046
588,B.1.221.2,B.1.221,2020-03-21,2020-02-02,48,0.0024651067,0.0021830583,0.0025509309,0.0021248155
589,B.1.221.3,B.1.221,2020-09-14,2020-02-02,225,0.0002342444,0.0001424269,0.0001543142,0.0001385742
590,B.1.221.4,B.1.221,2020-09-30,2020-02-02,241,0.0001907522,0.0001210252,0.0001609929,0.0001701811
591,BE.1.1,BA.5.3.1.1,2022-01-24,2020-07-01,580,0.0000000000,0.0000000000,0.0000000000,0.0000000000
592,BE.1.2,BA.5.3.1.1,2022-06-19,2020-07-01,718,0.0000000000,0.0000000000,0.0000000000,0.0000000000
593,Y.1,B.1.177.52,2020-11-03,2020-08-18,77,0.0005810780,0.0004178935,0.0006066667,0.0004189282
594,AY.125.1,AY.125,2021-08-02,2020-08-11,392,0.0000000000,0.0000000000,0.0000000000,0.0000000000
595,B.1.499.1,B.1.499,2020-11-30,2020-01-01,334,0.0000305441,0.0000564292,0.0001572074,0.0000551596
596,A.1,A,2020-02-21,2019-12-30,54,0.0017315745,0.0014066775,0.0019962941,0.0014368962
597,A.11,A,2020-03-20,2019-12-30,81,0.0014456135,0.0012273309,0.0016190620,0.0012473155
598,A.12,A,2020-04-10,2019-12-30,102,0.0018512803,0.0016844078,0.0019835889,0.0017281780
599,A.15,A,2020-04-20,2019-12-30,112,0.0013408707,0.0011682789,0.0015170800,0.0011718429
600,A.16,A,2020-02-15,2019-12-30,47,0.0018118139,0.0014306001,0.0021163951,0.0014654174
601,A.17,A,2020-01-25,2019-12-30,26,0.0111847206,0.0106988621,0.0113364598,0.0109160058
602,A.18,A,2020-06-21,2019-12-30,174,0.0005920880,0.0004898567,0.0006733525,0.0004992059
603,A.19,A,2020-06-04,2019-12-30,157,0.0007437436,0.0006300928,0.0008230941,0.0006404051
604,A.2,A,2020-02-17,2019-12-30,49,0.0048363977,0.0045912239,0.0057975311,0.0046905839
605,A.21,A,2020-04-10,2019-12-30,102,0.0028056709,0.0026466018,0.0028255563,0.0026026028
606,A.22,A,2020-03-15,2019-12-30,76,0.0011204638,0.0008847132,0.0013088233,0.0009062450
607,A.23,A,2020-08-14,2019-12-30,228,0.0003734879,0.0002949044,0.0004362744,0.0003020817
608,A.24,A,2020-07-10,2019-12-30,193,0.0004412189,0.0003483845,0.0005153916,0.0003568633
609,A.25,A,2020-05-29,2019-12-30,151,0.0012792838,0.0011660711,0.0013505357,0.0011772570
610,A.26,A,2020-03-31,2019-12-30,92,0.0016405530,0.0014036969,0.0018441531,0.0014265913
611,A.27,A,2020-06-23,2019-12-30,333,0.0009450112,0.0008894605,0.0009569449,0.0009054741
612,A.28,A,2020-07-28,2019-12-30,211,0.0010821822,0.0010082003,0.0010594003,0.0010206886
613,A.29,A,2020-08-21,2019-12-30,235,0.0013601794,0.0013014751,0.0014109304,0.0013088377
614,A.3,A,2020-03-03,2019-12-30,64,0.0013638301,0.0011077821,0.0016797584,0.0012046038
615,A.30,A,2021-02-13,2019-12-30,411,0.0004274677,0.0003858839,0.0004619501,0.0003890059
616,A.4,A,2020-03-11,2019-12-30,72,0.0012760262,0.0010278381,0.0014741035,0.0010505166
617,A.5,A,2020-03-01,2019-12-30,62,0.0040616605,0.0038643398,0.0042327210,0.0039105490
618,A.6,A,2020-01-23,2019-12-30,24,0.0035481355,0.0028015918,0.0041446071,0.0028697758
619,A.7,A,2020-05-06,2019-12-30,128,0.0006652754,0.0005252985,0.0007771138,0.0005380830
620,A.9,A,2020-03-21,2019-12-30,82,0.0014107476,0.0011949923,0.0015822317,0.0012147433
621,AY.99.1,AY.99,2021-01-03,2021-04-16,-103,0.0000000000,0.0000000000,0.0000000000,0.0000000000
622,AY.99.2,AY.99,2021-02-28,2021-04-16,-47,0.0000000000,0.0000000000,0.0000000000,0.0000000000
623,AY.24.1,AY.24,2021-07-19,2020-07-16,368,0.0000000000,0.0000000000,0.0000000000,0.0000000000
624,B.1.588.1,B.1.588,2020-11-28,2020-08-05,115,0.0007362175,0.0002493831,0.0010174879,0.0002767753
625,BA.1.1,BA.1,2020-06-11,2020-01-05,613,0.0000000000,0.0000000000,0.0000000000,0.0000000000
626,BA.1.10,BA.1,2021-11-24,2020-01-05,689,0.0000000000,0.0000000000,0.0000000000,0.0000000000
627,BA.1.12,BA.1,2021-11-22,2020-01-05,687,0.0000000000,0.0000000000,0.0000000000,0.0000000000
628,BA.1.13,BA.1,2021-11-16,2020-01-05,681,0.0000000000,0.0000000000,0.0000000000,0.0000000000
629,BA.1.14,BA.1,2021-01-10,2020-01-05,654,0.0000000000,0.0000000000,0.0000000000,0.0000000000
630,BA.1.15,BA.1,2020-05-30,2020-01-05,618,0.0000000000,0.0000000000,0.0000000000,0.0000000000
631,BA.1.16,BA.1,2021-02-05,2020-01-05,668,0.0000000000,0.0000000000,0.0000000000,0.0000000000
632,BA.1.17,BA.1,2021-01-04,2020-01-05,632,0.0000000000,0.0000000000,0.0000000000,0.0000000000
633,BA.1.18,BA.1,2021-01-01,2020-01-05,667,0.0000000000,0.0000000000,0.0000000000,0.0000000000
634,BA.1.19,BA.1,2020-08-20,2020-01-05,677,0.0000000000,0.0000000000,0.0000000000,0.0000000000
635,BA.1.2,BA.1,2021-12-22,2020-01-05,717,0.0000000000,0.0000000000,0.0000000000,0.0000000000
636,BA.1.20,BA.1,2020-09-13,2020-01-05,619,0.0000000000,0.0000000000,0.0000000000,0.0000000000
637,BA.1.21,BA.1,2021-01-09,2020-01-05,658,0.0000000000,0.0000000000,0.0000000000,0.0000000000
638,BA.1.22,BA.1,2021-12-27,2020-01-05,729,0.0000000000,0.0000000000,0.0000000000,0.0000000000
639,BA.1.23,BA.1,2022-02-06,2020-01-05,763,0.0000000000,0.0000000000,0.0000000000,0.0000000000
640,BA.1.24,BA.1,2022-02-17,2020-01-05,774,0.0000000000,0.0000000000,0.0000000000,0.0000000000
641,BA.1.3,BA.1,2021-12-01,2020-01-05,715,0.0000000000,0.0000000000,0.0000000000,0.0000000000
642,BA.1.4,BA.1,2021-11-26,2020-01-05,691,0.0000000000,0.0000000000,0.0000000000,0.0000000000
643,BA.1.5,BA.1,2021-07-14,2020-01-05,707,0.0000000000,0.0000000000,0.0000000000,0.0000000000
644,BA.1.6,BA.1,2021-12-01,2020-01-05,696,0.0000000000,0.0000000000,0.0000000000,0.0000000000
645,BA.1.7,BA.1,2021-12-01,2020-01-05,696,0.0000000000,0.0000000000,0.0000000000,0.0000000000
646,BA.1.8,BA.1,2021-12-08,2020-01-05,703,0.0000000000,0.0000000000,0.0000000000,0.0000000000
647,BA.1.9,BA.1,2021-11-26,2020-01-05,702,0.0000000000,0.0000000000,0.0000000000,0.0000000000
648,XAM,BA.1,2022-03-19,2020-01-05,804,0.0000000000,0.0000000000,0.0000000000,0.0000000000
649,XAU,BA.1,2022-03-14,2020-01-05,799,0.0000000000,0.0000000000,0.0000000000,0.0000000000
650,XM,BA.1,2021-12-17,2020-01-05,771,0.0000000000,0.0000000000,0.0000000000,0.0000000000
651,XP,BA.1,2022-02-22,2020-01-05,779,0.0000000000,0.0000000000,0.0000000000,0.0000000000
652,XQ,BA.1,2022-02-12,2020-01-05,769,0.0000000000,0.0000000000,0.0000000000,0.0000000000
653,XR,BA.1,2022-02-13,2020-01-05,770,0.0000000000,0.0000000000,0.0000000000,0.0000000000
654,BA.2.2.1,BA.2.2,2022-01-14,2022-01-04,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000
655,AJ.1,B.1.1.240,2020-11-08,2020-08-27,73,0.0003791251,0.0000162312,0.0011728578,0.0000191427
656,A.2.5.1,A.2.5,2020-03-22,2020-04-15,-1,0.0682013613,0.0480913022,0.1227805655,0.0660765427
657,A.2.5.2,A.2.5,2020-04-12,2020-04-15,-3,0.0294163345,0.0266362712,0.0494873084,0.0319101160
658,A.2.5.3,A.2.5,2021-02-23,2020-04-15,314,0.0003324345,0.0002688891,0.0005005972,0.0003251331
659,B.4.1,B.4,2020-03-22,2020-01-18,64,0.0018720682,0.0012288518,0.0017171796,0.0011750024
660,B.4.2,B.4,2020-02-25,2020-01-18,38,0.0031529569,0.0020696451,0.0028920919,0.0019789515
661,B.4.4,B.4,2020-03-10,2020-01-18,52,0.0023040839,0.0015124330,0.0021134518,0.0014461569
662,B.4.5,B.4,2020-03-09,2020-01-18,51,0.0023492620,0.0015420885,0.0021548920,0.0014745129
663,B.4.6,B.4,2020-02-29,2020-01-18,42,0.0030601952,0.0020827283,0.0028238966,0.0020009868
664,B.4.7,B.4,2020-03-14,2020-01-18,56,0.0022572380,0.0015224814,0.0020789195,0.0014611153
665,B.4.8,B.4,2020-05-17,2020-01-18,120,0.0027493850,0.0023472567,0.0025332645,0.0023173944
666,AY.127.1,AY.127,2021-09-04,2020-09-14,355,0.0000000000,0.0000000000,0.0000000000,0.0000000000
667,AY.127.2,AY.127,2021-10-02,2020-09-14,383,0.0000000000,0.0000000000,0.0000000000,0.0000000000
668,AY.127.3,AY.127,2022-02-01,2020-09-14,505,0.0000000000,0.0000000000,0.0000000000,0.0000000000
669,AY.5.1,AY.5,2021-06-03,2020-11-15,200,0.0000000000,0.0000000000,0.0000000000,0.0000000000
670,AY.5.2,AY.5,2021-05-31,2020-11-15,197,0.0000000000,0.0000000000,0.0000000000,0.0000000000
671,AY.5.3,AY.5,2021-06-14,2020-11-15,229,0.0000000000,0.0000000000,0.0000000000,0.0000000000
672,AY.5.4,AY.5,2021-04-25,2020-11-15,161,0.0000000000,0.0000000000,0.0000000000,0.0000000000
673,AY.5.5,AY.5,2021-06-02,2020-11-15,199,0.0000000000,0.0000000000,0.0000000000,0.0000000000
674,AY.5.6,AY.5,2021-07-30,2020-11-15,257,0.0000000000,0.0000000000,0.0000000000,0.0000000000
675,AY.5.7,AY.5,2021-10-05,2020-11-15,324,0.0000000000,0.0000000000,0.0000000000,0.0000000000
676,B.1.258.10,B.1.258,2020-09-17,2020-03-22,179,0.0004200683,0.0001405763,0.0002942454,0.0002317805
677,B.1.258.11,B.1.258,2020-07-01,2020-03-22,176,0.0004015675,0.0000772467,0.0003693201,0.0002180037
678,B.1.258.12,B.1.258,2020-09-20,2020-03-22,182,0.0002895902,0.0001849727,0.0003252249,0.0001711851
679,B.1.258.14,B.1.258,2020-10-06,2020-03-22,198,0.0005505201,0.0001620853,0.0002545087,0.0001594149
680,B.1.258.15,B.1.258,2020-11-10,2020-03-22,233,0.0004087226,0.0001061581,0.0002907064,0.0001742172
681,B.1.258.16,B.1.258,2020-11-23,2020-03-22,246,0.0002892577,0.0000638649,0.0002187756,0.0001371554
682,B.1.258.17,B.1.258,2020-08-28,2020-03-22,159,0.0002670829,0.0001453329,0.0004041687,0.0000999640
683,B.1.258.18,B.1.258,2020-10-05,2020-03-22,197,0.0004292515,0.0001255575,0.0003889186,0.0002060538
684,B.1.258.19,B.1.258,2020-11-23,2020-03-22,246,0.0003010775,0.0001001441,0.0002677677,0.0001643746
685,B.1.258.2,B.1.258,2020-07-03,2020-03-22,103,0.0006662311,0.0002401608,0.0007903167,0.0004064659
686,B.1.258.20,B.1.258,2020-09-23,2020-03-22,185,0.0011838607,0.0006201418,0.0007429200,0.0006362468
687,B.1.258.21,B.1.258,2020-10-08,2020-03-22,200,0.0004705901,0.0002817847,0.0004209894,0.0002810020
688,B.1.258.22,B.1.258,2020-12-07,2020-03-22,260,0.0003029096,0.0000873380,0.0002795525,0.0001562749
689,B.1.258.23,B.1.258,2020-11-18,2020-03-22,241,0.0002126159,0.0000608436,0.0002095077,0.0001012384
690,B.1.258.24,B.1.258,2020-11-25,2020-03-22,248,0.0002638599,0.0001072653,0.0003303569,0.0001636798
691,B.1.258.3,B.1.258,2020-07-06,2020-03-22,106,0.0005671209,0.0001737050,0.0004670125,0.0002937646
692,B.1.258.4,B.1.258,2020-09-03,2020-03-22,165,0.0003893137,0.0001489659,0.0004125644,0.0002460821
693,B.1.258.5,B.1.258,2020-09-09,2020-03-22,171,0.0003139696,0.0002034762,0.0004889339,0.0001943722
694,B.1.258.6,B.1.258,2020-09-10,2020-03-22,172,0.0004633552,0.0003700395,0.0005519375,0.0003869713
695,B.1.258.7,B.1.258,2020-08-29,2020-03-22,160,0.0004775956,0.0001506350,0.0004757568,0.0002475792
696,B.1.258.9,B.1.258,2020-08-31,2020-03-22,162,0.0003208887,0.0003103177,0.0003868184,0.0002628880
697,BA.4.1.1,BA.4.1,2022-02-25,2020-10-14,515,0.0000000000,0.0000000000,0.0000000000,0.0000000000
698,BA.4.1.2,BA.4.1,2022-04-19,2020-10-14,552,0.0000000000,0.0000000000,0.0000000000,0.0000000000
699,BA.4.1.3,BA.4.1,2022-01-15,2020-10-14,458,0.0000000000,0.0000000000,0.0000000000,0.0000000000
700,BA.4.1.4,BA.4.1,2022-05-12,2020-10-14,575,0.0000000000,0.0000000000,0.0000000000,0.0000000000
701,BA.4.1.5,BA.4.1,2022-04-24,2020-10-14,557,0.0000000000,0.0000000000,0.0000000000,0.0000000000
702,BA.4.1.6,BA.4.1,2022-04-20,2020-10-14,553,0.0000000000,0.0000000000,0.0000000000,0.0000000000
703,BA.4.1.7,BA.4.1,2022-05-22,2020-10-14,585,0.0000000000,0.0000000000,0.0000000000,0.0000000000
704,BA.4.1.8,BA.4.1,2022-01-17,2020-10-14,460,0.0000000000,0.0000000000,0.0000000000,0.0000000000
705,AY.20.1,AY.20,2021-07-23,2020-09-22,304,0.0000000000,0.0000000000,0.0000000000,0.0000000000
706,C.37.1,C.37,2021-02-10,2020-07-21,218,0.0000000000,0.0000000000,0.0000000000,0.0000000000
707,BF.1,BA.5.2.1,2020-07-23,2020-07-06,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000
708,BF.10,BA.5.2.1,2020-07-25,2020-07-06,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000
709,BF.11,BA.5.2.1,2022-06-21,2020-07-06,715,0.0000000000,0.0000000000,0.0000000000,0.0000000000
710,BF.12,BA.5.2.1,2022-05-06,2020-07-06,669,0.0000000000,0.0000000000,0.0000000000,0.0000000000
711,BF.13,BA.5.2.1,2022-06-10,2020-07-06,704,0.0000000000,0.0000000000,0.0000000000,0.0000000000
712,BF.14,BA.5.2.1,2022-06-05,2020-07-06,714,0.0000000000,0.0000000000,0.0000000000,0.0000000000
713,BF.15,BA.5.2.1,2022-06-16,2020-07-06,710,0.0000000000,0.0000000000,0.0000000000,0.0000000000
714,BF.2,BA.5.2.1,2022-04-30,2020-07-06,663,0.0000000000,0.0000000000,0.0000000000,0.0000000000
715,BF.3,BA.5.2.1,2022-05-03,2020-07-06,666,0.0000000000,0.0000000000,0.0000000000,0.0000000000
716,BF.4,BA.5.2.1,2022-04-29,2020-07-06,662,0.0000000000,0.0000000000,0.0000000000,0.0000000000
717,BF.5,BA.5.2.1,2020-07-21,2020-07-06,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000
718,BF.6,BA.5.2.1,2022-05-11,2020-07-06,687,0.0000000000,0.0000000000,0.0000000000,0.0000000000
719,BF.7,BA.5.2.1,2021-02-26,2020-07-06,676,0.0000000000,0.0000000000,0.0000000000,0.0000000000
720,BF.8,BA.5.2.1,2022-05-07,2020-07-06,673,0.0000000000,0.0000000000,0.0000000000,0.0000000000
721,BF.9,BA.5.2.1,2022-05-28,2020-07-06,691,0.0000000000,0.0000000000,0.0000000000,0.0000000000
722,AY.25.1.1,AY.25.1,2021-07-26,2020-05-14,438,0.0000000000,0.0000000000,0.0000000000,0.0000000000
723,AY.25.1.2,AY.25.1,2021-08-03,2020-05-14,446,0.0000000000,0.0000000000,0.0000000000,0.0000000000
724,U.1,B.1.177.60,2020-12-15,2020-08-17,120,0.0010725851,0.0001894747,0.0003596872,0.0007587105
725,U.2,B.1.177.60,2020-11-11,2020-08-17,86,0.0011038864,0.0003473173,0.0004931279,0.0039146439
